Property_ID,Location,Type,Price,Bedrooms,Bathrooms,Size_sqft,Year_Built,Sold,Date_Added,Agent_ID,Parking_Spaces,HOA_Fees,Lot_Size_acres,Energy_Rating,Days_on_Market
P-18972,New Timothyberg,Apartment,626173,4,2,3390,1915,1,2024-07-20,06f4ece3,0,480.75,3.24,2,621
P-18973,Chavezland,Condo,127619,4,3,3033,1962,1,2022-05-08,f24dd28c,5,339.67,3.68,5,668
P-18974,Bensonville,House,781235,5,2,644,1966,1,2023-01-08,a912ab64,3,240.49,1.38,2,246
P-18975,East Jameston,Apartment,931950,3,4,760,1916,0,2022-05-04,67855992,0,307.11,0.77,4,216
P-18976,Heatherfurt,Condo,1036171,1,4,893,1978,0,2024-09-22,90b80f09,5,448.5,3.66,1,321
P-18977,Davidborough,House,99039,1,3,507,2001,0,2022-06-19,05c0002f,3,100.96,2.25,2,44
P-18978,Cooperstad,Apartment,749833,5,2,3167,1955,0,2022-12-02,52882a5c,0,194.18,1.97,3,528
P-18979,New Darrellborough,House,698593,4,1,3260,2004,1,2022-08-15,aaead772,3,117.17,1.21,1,215
P-18980,New Timothybury,House,401195,1,1,1250,1951,1,2022-10-05,8bcc7eab,4,290.8,4.48,4,698
P-18981,Munozmouth,Apartment,327859,2,1,1113,1940,0,2023-04-25,966d9ef0,4,4.64,4.49,3,337
P-18982,Grayland,Condo,989036,3,3,644,1988,0,2022-09-10,06cbf8b1,0,367.64,0.19,5,318
P-18983,Stoutland,Apartment,393906,4,1,931,1935,1,2024-07-10,04c7c3bd,3,141.02,0.89,5,724
P-18984,East Devin,Apartment,683905,4,3,2639,1925,0,2023-02-06,f6d0b9f6,2,349.95,3.34,1,379
P-18985,South Zachary,Condo,311734,4,3,2949,1907,1,2023-06-12,1e654d33,2,183.8,2.68,4,689
P-18986,Tranbury,Apartment,980871,1,1,3887,1988,1,2022-06-08,9e0f424a,3,294.65,4.63,2,482
P-18987,South Allison,Condo,462379,5,2,3563,2022,1,2024-09-09,ca4c648f,5,377.78,2.36,2,30
P-18988,New Bradley,Condo,937958,5,4,4144,1921,0,2022-03-14,542fd881,4,237.1,2.75,3,428
P-18989,Jesusburgh,Apartment,655099,1,4,4263,1954,1,2022-10-07,b14186cf,5,317.39,4.36,5,132
P-18990,West Ryan,Apartment,357146,1,2,4826,1946,0,2024-09-30,da43f4ee,1,409.29,1.59,2,593
P-18991,Port Tarastad,House,729173,2,4,2489,1962,0,2024-04-29,0923a4c8,4,24.77,3.03,3,417
P-18992,Rosetown,Condo,837037,1,1,4121,2022,1,2024-04-14,bc2e2926,5,126.39,1.43,4,350
P-18993,Lake Jennifer,Condo,581892,2,3,1354,1958,0,2022-01-13,5759956a,1,299.93,3.75,5,263
P-18994,Lake Heatherfurt,Apartment,280375,4,3,3930,1900,1,2022-11-15,ead89dd9,0,426.82,2.41,2,670
P-18995,Robertmouth,Condo,637621,4,3,770,2022,0,2022-04-18,eaf71ab1,3,363.32,3.32,5,639
P-18996,Martinezton,Apartment,628245,2,2,1375,1934,0,2022-03-02,8982768a,5,217.84,3.19,5,314
P-18997,Jenniferborough,Apartment,730712,3,1,914,1953,1,2022-08-16,6ab48032,3,375.33,3.39,4,694
P-18998,Davidchester,House,695948,4,3,1344,1934,0,2024-09-27,3fa6dfa5,3,343.4,3.18,4,705
P-18999,Cunninghamstad,Condo,875361,2,3,2215,1909,0,2024-03-22,ae10f898,3,44.82,2.38,4,1
P-19000,West Lisachester,Condo,675908,4,1,1030,1926,1,2024-09-07,1341a04c,3,192,0.34,3,182
P-19001,Wardhaven,House,961156,3,1,1176,1920,0,2023-11-04,251ee050,4,95.99,3.63,5,227
P-19002,Crystalberg,Apartment,568460,1,2,2042,1953,0,2024-04-02,62a2725d,1,208.14,0.38,5,234
P-19003,Johnshire,Apartment,338500,1,1,1135,1923,1,2024-06-04,85c6f611,1,475.62,3.91,2,722
P-19004,West Kimberly,Apartment,428389,3,2,4755,1963,0,2024-02-09,9fe3cb49,3,242.48,3.37,4,30
P-19005,Cabreratown,House,581224,2,2,1816,1979,1,2024-03-26,d7181d3a,4,433.02,3.59,4,56
P-19006,North Carolynport,Condo,817702,1,4,4645,2008,1,2022-04-02,1607613d,5,226.15,4.95,3,139
P-19007,Maldonadoside,Condo,343824,5,4,2336,1966,0,2022-09-08,e71ae20d,4,174.81,4.21,1,269
P-19008,Brownberg,House,791206,3,1,2523,1989,1,2023-03-18,b28bcffe,1,457.34,1.18,2,730
P-19009,Oliverville,Apartment,800018,4,3,1886,1942,1,2022-10-10,b6dfae4f,1,491.82,0.67,1,279
P-19010,Port Jillian,Condo,254591,3,4,2336,1983,0,2023-01-28,9bae1e53,4,387.84,2.28,1,610
P-19011,South Sheila,House,722355,4,4,4208,1978,0,2023-11-20,dd000cd0,2,403.16,1.88,2,405
P-19012,New Melissahaven,Apartment,690928,2,4,3773,2011,1,2023-08-29,9d2e375b,1,140.08,1.5,3,103
P-19013,Phillipsmouth,Apartment,294566,4,3,1924,1960,1,2024-02-11,bd48091d,4,322.4,4.93,1,567
P-19014,South Samantha,House,934853,1,4,4546,1928,1,2022-12-16,2ccd63bc,2,476.09,1.62,4,595
P-19015,Michaelmouth,Apartment,345210,3,3,4202,1979,1,2023-04-18,090e29fd,4,230.74,1.27,5,481
P-19016,West Jason,House,271533,3,4,1088,1931,1,2022-06-26,484a83f3,1,139.71,2.6,2,39
P-19017,Melaniemouth,Apartment,1037760,4,1,3703,1945,1,2023-11-27,0683f4b8,0,446.66,0.88,4,183
P-19018,North Jessicaborough,House,348708,5,3,3551,1924,1,2023-05-16,a0a84184,5,184.6,0.96,2,622
P-19019,Hallshire,Condo,782575,3,1,3934,1969,0,2024-10-08,2913458e,0,441.19,1.72,3,440
P-19020,North Laurenborough,Condo,882310,5,1,3139,1929,0,2022-07-25,2103c725,3,358.26,3.5,1,427
P-19021,Lake Susantown,Condo,150324,1,2,3033,2005,1,2024-03-15,a63e4fea,2,282.66,0.27,2,87
P-19022,Linport,Apartment,196996,5,4,572,1933,1,2022-11-01,592bc0df,5,417.3,2.31,2,563
P-19023,Brownview,House,598333,5,3,3299,1925,0,2024-08-11,6f9461a7,3,457.39,1.56,2,477
P-19024,Cynthiaville,House,398374,3,3,1958,2010,0,2023-05-31,ff0af2cd,1,492.5,1.08,2,620
P-19025,Tonyfurt,House,219878,4,3,3101,1927,1,2024-04-10,225db47b,4,411.36,3.5,2,449
P-19026,North Tanyaland,Condo,300679,4,4,4853,1980,1,2022-07-18,601481ab,1,84.39,1.99,5,543
P-19027,New Garrettbury,House,256326,4,1,3112,1932,1,2023-11-23,2b411887,5,41.81,2.99,4,47
P-19028,North Ericfort,Condo,721330,2,4,2620,1973,0,2024-05-03,6c1cbb29,0,245.92,4.12,1,535
P-19029,Port Carlychester,Condo,465883,2,4,2886,1944,0,2023-12-21,78a39131,2,213.51,4.04,3,49
P-19030,Andreaburgh,House,451948,5,4,1167,1949,1,2021-11-22,cd2adeb9,0,407.39,1.3,4,137
P-19031,Port Timothymouth,Apartment,582915,2,4,1585,1979,1,2024-09-21,411db3d8,4,130.79,1.95,5,232
P-19032,Port Kevin,House,429998,2,4,4900,2006,1,2022-02-15,a291768b,2,254.57,4.68,5,151
P-19033,Port Josephburgh,House,705068,5,3,3028,1939,0,2024-03-22,b8603217,3,127.69,0.26,3,11
P-19034,Mitchellside,Condo,436178,2,2,4565,1970,0,2022-11-15,f79e8ed5,1,356.31,1.03,3,58
P-19035,West Ivan,Apartment,627872,2,2,2791,1961,1,2024-03-01,ee936741,2,472.14,2.18,2,275
P-19036,Amymouth,Condo,908228,2,4,4390,1912,0,2022-05-24,6c4b4870,1,147.89,3.69,2,47
P-19037,Jessechester,Condo,381843,3,3,4628,1978,0,2022-10-23,10f94061,4,250.77,4.73,4,332
P-19038,Smithtown,Apartment,441092,1,4,3226,1946,0,2023-03-06,e0b2cd6f,4,314.67,4.38,2,697
P-19039,New Robert,House,1010647,3,1,1560,1984,1,2023-01-11,1225e34c,0,168.55,2.62,2,309
P-19040,Daniellefurt,Apartment,495341,5,4,2023,1996,1,2023-12-18,02222a79,3,421.3,4.76,4,460
P-19041,Garciafurt,Condo,177854,1,3,2638,1970,1,2023-05-31,976a2705,2,4.87,4.09,1,164
P-19042,North Meredithview,House,436305,1,2,746,1987,1,2022-02-28,a43749b7,3,341.16,0.3,4,589
P-19043,Mendezmouth,Apartment,611690,2,4,2371,2019,0,2023-08-26,ce9746cb,3,413.9,0.17,1,14
P-19044,Kellerberg,Condo,414542,5,3,1706,1986,1,2022-05-13,17c05b2d,4,169.95,1.79,3,514
P-19045,Sherryport,House,180017,2,2,1838,1932,0,2022-06-29,a056b09a,1,60.06,4.44,2,355
P-19046,Blairview,House,127886,5,4,1076,1917,0,2023-07-10,0cc5d3d3,0,76.47,0.47,4,666
P-19047,Lake Katrinahaven,Apartment,248135,1,2,4122,1913,0,2022-04-26,c0befd44,0,436.01,1.5,1,419
P-19048,North Chelsea,House,717105,1,2,2239,2015,0,2022-11-10,04c7f5d6,3,290.05,0.65,4,688
P-19049,Dylanside,Condo,396122,1,3,734,1900,1,2022-03-07,6740fee5,4,480.43,4.98,5,591
P-19050,Leport,Condo,123438,5,3,1014,1960,1,2024-04-23,5c3696d7,4,362.04,1.2,4,673
P-19051,Mcdanielfort,Apartment,798791,3,2,1215,2017,1,2023-11-17,ca0b0554,3,173.43,0.16,3,185
P-19052,Jennytown,Apartment,899388,5,1,3958,2022,0,2022-04-14,511e47d4,4,318.63,3.47,1,689
P-19053,Lake Patrick,Apartment,768602,1,4,2263,1990,1,2022-02-14,b9376e70,4,190.16,4.31,3,377
P-19054,Douglasburgh,Condo,1025386,5,4,2599,1966,0,2024-01-22,cafca500,3,359.26,4.77,3,186
P-19055,Weavershire,Apartment,1020176,2,1,606,2005,1,2022-11-15,dd0bc142,1,370.28,3.12,2,628
P-19056,South Andrewville,House,947200,2,3,4958,1925,1,2022-06-24,04f52f18,5,5.58,0.2,3,171
P-19057,West Ericaville,Condo,521648,2,2,2714,1967,1,2023-07-07,34c7ccb1,4,380.46,3.19,2,211
P-19058,Kellychester,Condo,335030,3,1,4039,1916,0,2023-02-22,66d39477,4,336,4.34,2,69
P-19059,South Josephmouth,House,259624,4,4,1436,1920,1,2024-11-02,036d82dd,1,396.76,2.32,4,477
P-19060,Rodgersmouth,House,730801,1,3,1946,1963,0,2024-10-25,56603b70,5,381.45,3.79,1,318
P-19061,North Courtneyberg,House,397379,1,1,1125,2007,1,2024-06-28,4abe98d9,4,119.24,1.98,1,591
P-19062,Nielsenburgh,Condo,332447,4,4,4107,1970,0,2024-02-27,6c38cc9a,0,51.14,1.91,5,173
P-19063,Gailmouth,House,334109,3,4,1107,1952,0,2023-08-26,db7d6508,0,498.82,3.49,5,299
P-19064,New Danashire,Apartment,1036793,4,1,1509,1976,0,2022-08-30,ee9f50d5,3,386.05,0.85,4,453
P-19065,New Dillon,Condo,1017649,1,4,1235,2004,0,2023-05-02,313646ce,4,259.79,4.65,5,564
P-19066,East Vanessa,House,650599,5,1,780,2007,1,2023-01-28,64984a59,2,402.49,4.79,2,291
P-19067,South Jessemouth,Apartment,370219,3,3,2337,2000,0,2022-09-29,72cc552d,1,195.29,3.01,4,721
P-19068,Port Nicholas,Apartment,952971,1,4,1877,1967,0,2023-01-25,c4c3b877,2,312.21,2.77,1,670
P-19069,East Jamesshire,House,292447,3,2,2234,1924,0,2022-05-17,88813fe8,3,468.23,2.14,2,197
P-19070,East Steven,Condo,762128,4,2,4852,1903,1,2023-01-10,8d2c689e,2,68.74,4.52,2,267
P-19071,Port Keith,Apartment,966019,3,2,4141,1940,1,2022-07-16,394c886c,1,434.89,3.22,4,60
P-19072,East Sonia,House,174689,3,1,887,1953,1,2022-12-11,28b6a3a8,2,239.3,1.39,3,491
P-19073,West Kenneth,Apartment,287356,4,2,4974,1934,1,2022-06-23,a224c9a1,5,13.87,0.93,4,525
P-19074,South Daniel,House,685354,1,2,3607,1973,1,2023-09-18,33dfa8bb,2,456.27,4.96,5,387
P-19075,Hayesborough,House,162053,2,1,3119,1945,0,2023-01-02,d5471744,3,346.88,1.99,2,567
P-19076,West Deborah,House,618249,3,4,2725,1900,0,2022-06-25,7456cf4b,3,277.38,3.92,3,346
P-19077,Grahamfort,Condo,828733,2,1,2794,1920,0,2023-12-18,c239a011,2,73.13,0.43,2,479
P-19078,North Davidside,Apartment,435807,4,1,3616,1992,0,2023-07-01,59f8f6d3,2,361.9,2.12,2,142
P-19079,South Courtneystad,Condo,664486,1,1,4070,1960,0,2022-11-02,c00c9b7e,1,315.35,2.84,2,148
P-19080,Port Ethan,Apartment,246211,4,2,4537,1967,1,2022-06-05,86b13359,4,324.27,3.26,3,139
P-19081,Kristenchester,House,265217,4,1,4992,2016,0,2021-12-12,072a6efc,4,287.33,4.38,1,554
P-19082,West Holly,Apartment,303606,1,4,2525,2018,1,2023-09-15,2bb0f1b3,5,10.72,0.57,3,366
P-19083,Fergusonborough,Apartment,641613,5,2,3838,1909,1,2023-08-12,fee8cfbb,4,471.25,3.55,5,357
P-19084,Kathleenfurt,Apartment,309875,3,3,3595,1957,0,2022-02-14,e55ffe94,0,293.52,3.44,3,561
P-19085,Lisachester,Apartment,502928,5,2,2881,2023,0,2024-11-02,d62ec436,2,71.82,3.14,2,369
P-19086,Lake Mark,Condo,1016392,2,2,2660,1952,1,2022-02-24,92d3590a,4,212.11,1.02,2,165
P-19087,New Erikamouth,Apartment,848983,1,3,4415,1931,1,2024-01-09,8d7f46a9,4,98.06,3.29,4,20
P-19088,New Amanda,Condo,750133,5,3,3014,1978,0,2022-10-31,2521408f,3,100.71,4.78,5,343
P-19089,Ramirezstad,House,131423,3,3,2606,1980,0,2023-06-13,ee32245f,2,1.45,0.71,3,543
P-19090,East Williamstad,Condo,269319,5,4,4586,2000,1,2023-09-09,025975f0,2,469.19,0.75,3,239
P-19091,Port Kevin,Apartment,773783,2,4,2467,1966,1,2022-10-13,eab50000,4,52.46,2.94,5,578
P-19092,Kimberlymouth,Apartment,281364,4,3,4312,1909,1,2023-08-01,b8d3fea7,4,200.78,2.13,1,431
P-19093,Jessicaview,House,201883,5,4,3682,2005,0,2023-04-10,8ad6109a,3,14.33,1.88,2,266
P-19094,New Christophermouth,Condo,843169,1,2,4639,1940,1,2022-08-20,d51aa4ec,4,352.65,3.98,3,205
P-19095,Wendyside,House,375972,1,1,3232,1921,1,2021-12-28,32ed12cd,0,357.57,4.97,3,669
P-19096,Hensonville,Apartment,596354,2,3,1619,1958,1,2022-07-24,286ecac3,0,43.96,4.25,2,214
P-19097,Dannymouth,Apartment,489395,5,4,1016,2016,0,2021-12-03,564b7a2e,4,34.61,3.07,5,310
P-19098,Buckview,House,307377,4,1,2192,1970,1,2022-10-02,73d218c0,1,144.23,2.34,1,98
P-19099,East Brian,Condo,713899,3,2,872,1985,0,2022-08-27,f9879955,2,250.34,1.4,5,257
P-19100,Matthewborough,House,228320,4,4,4024,1943,1,2023-05-01,9368a5dc,4,89.24,2.4,4,65
P-19101,South Christopherfort,House,809951,5,4,802,1920,0,2023-12-01,f555a984,0,406.39,1.16,2,217
P-19102,Perezborough,House,507337,3,2,1230,1984,0,2022-12-30,d86bf04a,2,485.24,1.5,4,77
P-19103,Port John,Apartment,821346,1,4,1636,1932,0,2021-11-30,047444d4,4,42.79,4.06,5,299
P-19104,Lake Troy,Apartment,407510,4,2,1847,1922,1,2023-04-03,552cf097,3,41.36,4.05,1,399
P-19105,East Johnport,Condo,425089,3,1,1882,1914,0,2024-09-06,9d20c0c5,2,282,4.29,4,422
P-19106,New Eric,Condo,603690,2,1,2722,1960,0,2024-10-03,9c671865,4,479.03,0.89,2,683
P-19107,Bryantfort,Condo,302259,3,4,2789,2007,1,2024-10-29,7c309129,5,17.5,3.98,2,701
P-19108,North Lorraine,House,962158,5,1,3090,1957,1,2022-01-06,6c4ff72a,0,400.08,2.35,2,459
P-19109,Mullinshaven,House,686255,4,2,2166,2022,1,2023-03-06,443e34a5,3,128.46,4.12,1,258
P-19110,Garciaton,Apartment,214905,5,1,4826,1965,1,2023-06-29,4fdce5df,4,147.71,1.37,3,659
P-19111,South Allisonstad,Condo,368761,3,1,3456,1912,0,2023-03-19,58a50bec,3,24.06,3.82,3,325
P-19112,Owenstown,House,631480,5,2,1884,1986,1,2024-02-25,2d37fdbf,4,83.06,3.44,4,181
P-19113,Gregoryport,House,236183,3,2,2537,1968,1,2024-07-06,c49c24da,4,272.57,3.67,3,153
P-19114,East Rebecca,Apartment,603914,3,1,4810,2004,1,2024-09-13,b3a40f4f,4,239.71,3.14,1,282
P-19115,Lake Nathan,Apartment,982633,4,1,808,1990,0,2023-07-27,d14e4b08,5,181.99,2.85,2,65
P-19116,South Destiny,House,916131,1,2,1616,1973,0,2024-01-15,b8d96f21,5,207.71,4.97,3,25
P-19117,South Linda,Condo,881792,4,3,2637,1980,0,2023-05-15,32152910,2,221.81,3.09,2,426
P-19118,South Annaburgh,Condo,696394,1,2,2841,1929,1,2022-05-25,a6cf850a,1,236.57,1.31,1,440
P-19119,West Angelatown,Apartment,136267,1,4,512,1963,1,2023-11-11,58aff9e8,2,255.06,3.89,1,13
P-19120,New Meganborough,Apartment,405677,2,3,3524,1955,1,2023-01-27,46030382,4,432,3.26,4,297
P-19121,North John,Condo,430082,2,3,3474,1933,1,2023-01-16,d2712ee3,3,469.09,4.52,4,659
P-19122,New Kevinton,Apartment,425365,4,2,1794,1992,1,2024-03-28,4dc09fab,4,177.56,4.22,2,395
P-19123,Jenniferfurt,House,414388,2,2,4188,1910,1,2023-08-30,6dca728a,3,207.89,2.12,2,255
P-19124,Port Tracy,Apartment,826603,5,2,3688,1936,0,2024-05-31,e0989720,5,434.56,1.69,3,508
P-19125,Clarkfort,Condo,699204,5,1,1617,1941,1,2022-01-30,3662985f,4,467.47,2.87,5,470
P-19126,Robertsonton,House,538922,3,1,1167,1943,0,2024-03-29,62218bb5,0,128.98,4.58,1,725
P-19127,Dorisview,Condo,898290,5,1,3836,1978,1,2022-09-11,f8e0c602,5,31.45,3.19,2,397
P-19128,Port Andrea,Apartment,328704,3,3,2006,1976,0,2022-03-26,8c8a8c9e,3,75.67,3.41,4,156
P-19129,North Jeffrey,Condo,400062,2,2,1376,1925,0,2023-04-10,a419c586,5,69.96,0.98,1,584
P-19130,North Jonathan,House,586757,3,4,4554,2017,1,2024-04-06,b7001c44,0,340.12,3.11,5,441
P-19131,North Christopherton,House,935156,5,4,3698,1901,0,2023-02-01,10b6ef0f,3,382.43,0.58,4,703
P-19132,Codyburgh,Apartment,128098,1,3,4726,2008,0,2024-06-04,a69f748d,0,175,1.6,2,683
P-19133,Schmidtfurt,Condo,80015,3,1,788,2013,0,2022-01-15,369911b0,3,441,4.1,5,76
P-19134,Hancockberg,Condo,326811,1,2,2216,2015,0,2024-02-15,3ca5974f,0,206.14,2.08,3,599
P-19135,Allisonville,Condo,406713,2,2,901,2013,0,2024-04-16,be1a52a7,0,406.9,2.9,1,508
P-19136,Erinville,House,544855,5,1,4135,1927,1,2022-11-13,2ba838db,5,401.74,1.72,3,276
P-19137,New Cynthia,Apartment,590520,3,4,4803,1915,0,2024-08-23,6e28b6ff,0,173.4,1.98,3,91
P-19138,West Michael,Condo,401044,3,1,3565,2003,1,2024-08-05,d1a14c18,3,83.26,0.21,1,574
P-19139,Jonesville,Apartment,393867,1,3,3847,2002,0,2022-04-09,d3a6df07,0,421.96,2.14,2,605
P-19140,Rachelhaven,Condo,397005,4,2,3367,2000,0,2021-12-30,a4163b5a,5,156.52,3.57,5,407
P-19141,Michelleport,House,826846,3,2,913,1965,1,2023-04-15,3eb51f83,5,50.18,0.89,2,718
P-19142,West Kimberlyview,Apartment,708907,2,4,2226,1985,0,2024-07-18,9d396eea,1,328.6,1.92,5,34
P-19143,Barbaraville,House,320272,4,2,3009,2001,1,2024-10-31,330f5673,4,45.7,4.39,1,83
P-19144,Lake Dorisfurt,Condo,835867,2,4,2640,1971,0,2023-02-01,52140cd4,5,447.31,2.85,2,2
P-19145,Port Robert,Apartment,585268,4,2,4582,1947,0,2024-08-25,f6929bf6,0,484.31,3.16,4,698
P-19146,West Michaelside,House,640594,5,1,1767,2021,0,2023-12-16,8cb2fc0a,2,275.17,4.18,3,193
P-19147,West Samuel,House,651140,1,1,3916,1980,1,2022-09-30,f60493dc,5,161.05,0.54,3,42
P-19148,Amyview,Apartment,122926,2,3,4524,2000,0,2023-07-11,33bd8fa7,5,132.7,1.08,5,633
P-19149,South Beth,Apartment,961266,5,2,3438,1971,0,2023-01-07,b224c726,2,309.6,3.77,2,453
P-19150,Lake Huntermouth,Apartment,341038,1,1,3854,2004,0,2024-07-01,247fa99a,3,165,1.07,1,13
P-19151,Craigborough,House,781712,2,1,1794,1964,1,2023-01-25,46c5c169,4,327.96,4.18,1,443
P-19152,Gomezstad,Condo,226931,2,2,2287,1911,0,2023-05-20,0cc918ba,2,82.2,2.66,5,84
P-19153,East Jamie,House,965995,2,4,2488,1985,0,2024-02-25,23e3297f,1,241.61,2.44,1,465
P-19154,Lake Michaelside,House,968335,3,1,3861,1924,0,2023-12-17,84f6dc5a,0,81.96,4.53,3,715
P-19155,East Brandi,House,916111,3,3,4557,1909,0,2021-12-18,a46557e1,5,362.24,3.63,4,179
P-19156,South Benjamin,Apartment,615928,1,2,1062,1974,0,2022-12-24,6b6d3004,5,63.4,4.13,2,688
P-19157,North Meganland,Apartment,347424,5,3,4719,1962,1,2024-04-11,64fb3a82,2,85.39,4.15,2,268
P-19158,West Julieborough,House,342799,5,1,1371,1950,1,2024-08-28,9b1ba374,5,133.41,1.87,1,453
P-19159,Port Brandonport,Apartment,1069783,3,1,3476,1958,1,2024-07-26,d81f68cf,2,426.72,1.95,1,83
P-19160,Alexanderland,Condo,592505,5,3,1153,1910,0,2022-09-21,d709311c,0,118.39,4.99,4,119
P-19161,North Nicholas,Condo,917539,3,3,2602,1922,0,2024-05-14,a9017fad,0,125.67,2.87,1,175
P-19162,West Michellechester,Apartment,1023471,5,2,2893,2013,1,2024-09-27,c15a4084,3,30.54,4.03,3,426
P-19163,South Timothychester,House,953982,5,3,3451,1961,0,2024-01-26,84ae2d5c,3,205.36,4.42,5,123
P-19164,Shermanland,Apartment,578146,5,3,2730,1940,0,2024-05-30,ed7321c8,0,109.67,4.28,1,187
P-19165,Angelicastad,Apartment,209959,4,4,4497,1974,0,2022-11-01,c68f91c6,3,79.21,4.72,4,432
P-19166,Port Ashleystad,Condo,655405,2,2,1699,1918,1,2023-01-13,016f1250,2,56.52,4.93,5,28
P-19167,New Tonyaport,Apartment,910086,5,1,3763,1909,0,2022-02-27,7e6777e5,3,34.18,0.62,3,459
P-19168,South Samanthaton,Apartment,326688,4,4,4379,1959,0,2024-09-09,44087db2,4,269.83,3.42,4,490
P-19169,Lake Scott,House,598007,1,1,1598,1964,0,2024-02-25,1cb6dcdc,4,395.01,2.2,3,431
P-19170,East Lisaside,Condo,744773,1,2,932,1972,1,2023-02-12,8752c019,3,338.88,2.26,2,378
P-19171,Port Robertview,Condo,137311,4,4,1670,2011,1,2022-11-14,6e4ba6bf,3,359.96,1.44,3,172
P-19172,West Randallmouth,Apartment,717294,1,3,1094,1945,1,2022-08-02,676b8625,5,336.48,1.09,3,247
P-19173,West Sandramouth,Condo,277783,5,2,1336,1985,0,2024-06-16,d49b495e,1,178.41,4.12,2,144
P-19174,North Levishire,House,907894,2,3,4048,1985,1,2022-08-16,8681d2c4,1,164.02,2.52,4,426
P-19175,North Judithtown,Apartment,715083,2,2,1127,1924,0,2021-12-10,e6914cc9,3,205.08,1.61,5,425
P-19176,Velasquezfort,Condo,533811,5,4,2169,1990,0,2022-10-11,6564de8a,3,239.38,0.82,1,42
P-19177,Lake Timothy,Condo,689354,3,4,4377,1985,1,2021-11-23,a548fa3f,5,111.16,3.82,1,487
P-19178,North Katelynside,Condo,436800,4,2,4569,1951,0,2024-04-28,5a0e0fdf,4,262.39,2.72,2,136
P-19179,Port Lisaborough,Apartment,810951,4,3,856,2010,1,2022-03-23,6bf64f19,3,261.57,3.8,5,124
P-19180,North Tyler,House,662243,5,4,3069,2005,0,2024-07-23,2be9e8da,1,242.88,1.68,5,55
P-19181,Michaelshire,Apartment,384754,2,1,4037,1959,1,2022-09-04,6c483a46,1,201.03,1.93,3,169
P-19182,South Amyview,House,749770,3,4,3946,1926,0,2023-05-19,72153b33,0,4.52,0.74,2,240
P-19183,Patriciahaven,House,289117,2,4,2212,1920,1,2023-02-01,85e2947f,0,306.13,1.9,5,106
P-19184,Lake Jamesside,Condo,281403,3,3,4959,1909,1,2022-08-10,b87941ec,3,193.7,3.73,4,26
P-19185,East Christopherberg,Condo,902707,4,4,861,1950,1,2024-07-21,1e46fb8f,3,153.91,0.63,3,397
P-19186,New Samantha,Condo,660581,4,4,4264,2001,1,2024-09-30,5a5bda49,3,373.01,3.43,4,365
P-19187,Lihaven,House,763263,3,1,4004,1907,1,2021-12-13,56c2241f,4,169.45,3.66,5,700
P-19188,South Stevenchester,Apartment,805380,3,3,2672,1966,1,2022-07-26,ac76fe86,0,480.91,2.7,3,686
P-19189,Joycebury,House,606038,2,4,3589,1910,0,2023-01-21,588c2951,1,180.54,0.64,1,561
P-19190,West Karen,Condo,856024,5,2,2357,1906,0,2024-02-14,c1ec71cf,2,320.19,1.56,3,239
P-19191,Jonesmouth,House,211124,1,2,4830,2022,1,2022-05-18,ff17e5d5,0,322.74,3.03,5,289
P-19192,Brownborough,House,666961,1,2,776,1958,1,2023-06-02,c9b2c8df,0,474.69,3.72,2,643
P-19193,Smithstad,Apartment,319263,5,3,4785,1929,1,2023-03-02,014d1dfc,3,46.21,3.04,5,627
P-19194,Kellyville,Condo,964377,3,4,3820,2010,1,2023-01-07,13dea26b,4,187.91,0.39,3,172
P-19195,Port Morgan,House,419230,4,3,540,1949,1,2023-07-09,706e1138,3,483.87,0.62,2,675
P-19196,Andrewberg,Apartment,606519,4,3,3652,1995,1,2023-12-30,e0321b05,5,402.28,3.36,2,21
P-19197,Stewartmouth,House,932078,1,3,4936,1948,0,2022-07-31,2446c277,4,13.93,0.61,4,484
P-19198,Fisherstad,Apartment,934391,3,3,4277,1997,1,2023-11-05,3d42c782,2,315,4.79,2,253
P-19199,Port Robert,Apartment,831520,4,2,4399,1992,1,2024-07-09,c3068ead,5,44.37,4.13,5,550
P-19200,Lake Nathanside,House,123524,4,4,4242,1962,1,2023-09-09,6e166ce3,4,152.41,3.76,2,645
P-19201,Prattstad,House,818745,3,1,1463,1971,1,2023-01-09,c771f75b,2,385.77,1.86,5,298
P-19202,East Zachary,Apartment,984967,4,4,868,1969,0,2024-01-26,43686695,0,96.9,0.4,3,550
P-19203,West Pamela,House,487990,2,1,3479,1938,0,2023-10-02,1ce37765,1,423.45,0.65,2,233
P-19204,Port Michelle,Apartment,237923,2,2,2077,1940,1,2024-08-11,25ec12b9,5,408.67,4.04,5,326
P-19205,Reynoldsfurt,Condo,507531,1,2,763,1907,0,2022-08-03,3c040f1a,4,218.05,3.09,2,592
P-19206,East Timothy,Apartment,602320,2,2,4507,1911,0,2023-11-29,f7a7dafa,4,389.7,3.18,5,472
P-19207,West Meredith,House,521408,4,1,3718,1907,1,2023-07-13,7c8ac5d0,2,34.01,1.03,4,102
P-19208,Castanedafurt,Apartment,738133,2,4,761,1900,0,2024-04-27,1dc90914,4,254.06,3.93,2,190
P-19209,South Chadberg,House,323859,1,3,2201,2005,0,2023-06-14,c9940a3f,5,262.25,2,2,242
P-19210,Herrerashire,Apartment,749005,1,1,2650,1964,1,2023-12-09,0d97337a,3,292.67,1.89,3,393
